case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment
7,9,28,9,20,2,3,2,0.13787119641314297,3,13,4,0.49999999999999994,0.00783725195931299,0
7,9,28,7,30,2,0,4,0.13787119641314297,4,13,2,0.41304347826086957,0.01617475404368851,1
7,9,28,9,20,0,3,2,0.10344827586206895,4,0,6,0.6521739130434783,0.00783725195931299,0
0,3,39,1,20,0,0,4,0.13787119641314297,4,11,4,0.5869565217391304,0.004502251125562781,3
1,6,28,2,25,1,0,4,0.15047021943573666,4,13,2,0.5217391304347825,0.01617475404368851,3
6,6,27,8,0,2,3,2,0.15047021943573666,3,8,6,0.5652173913043479,0.0011672502918125731,0
7,9,39,9,19,0,0,2,0.15047021943573666,4,9,4,0.5869565217391304,0.01617475404368851,0
0,0,39,8,20,0,0,4,0.062068965517241385,4,0,4,0.6086956521739131,0.004502251125562781,2
7,9,28,9,14,0,3,6,0.20532915360501566,0,11,0,0.826086956521739,0.01617475404368851,0
7,4,28,9,20,0,3,7,0.15047021943573666,3,13,4,0.6739130434782608,0.00783725195931299,0
7,6,28,0,25,0,0,4,0.13787119641314297,4,11,4,0.6304347826086956,0.01617475404368851,2
7,5,39,9,20,0,0,0,0.13787119641314297,4,13,4,0.6086956521739131,0.004502251125562781,0
7,9,28,9,0,0,3,1,0.35423197492163006,1,9,3,0.7608695652173911,0.1662497915624479,0
7,6,39,9,12,0,0,4,0.18965517241379307,4,11,4,0.6956521739130435,0.01617475404368851,2
8,9,28,10,20,0,3,0,0.15047021943573666,3,12,4,0.6304347826086956,0.00783725195931299,0
0,2,45,1,4,0,0,4,0.13787119641314297,4,12,7,0.6086956521739131,0.004502251125562781,2
1,0,39,8,20,0,0,4,0.08777429467084638,4,13,2,0.5652173913043479,0.004502251125562781,2
7,5,45,8,13,2,0,4,0.13787119641314297,4,13,2,0.5434782608695652,0.00783725195931299,1
7,9,28,9,16,2,3,2,0.009404388714733543,4,4,4,0.43478260869565216,0.00783725195931299,0
7,6,28,5,15,0,0,1,0.13787119641314297,4,13,4,0.6304347826086956,0.04952476238119059,1
2,6,28,3,25,0,0,4,0.13787119641314297,4,11,6,0.5217391304347825,0.01617475404368851,3
7,10,28,9,20,2,3,2,0.08777429467084638,3,12,4,0.391304347826087,0.0011672502918125731,0
7,9,28,9,8,2,3,7,0.13787119641314297,3,0,5,0.43478260869565216,0.004502251125562781,0
6,5,28,8,21,0,0,7,0.2507836990595611,4,6,4,0.7608695652173911,0.01617475404368851,2
7,5,28,9,8,0,3,0,0.10031347962382445,3,7,6,0.6304347826086956,0.00783725195931299,0
7,9,26,9,20,0,0,4,0.20532915360501566,4,13,4,0.7391304347826086,0.00783725195931299,1
7,5,45,9,18,0,2,4,0.13787119641314297,4,13,0,0.6739130434782608,0.00783725195931299,1
7,6,28,9,26,0,3,7,0.11520376175548588,3,9,4,0.6086956521739131,0.01617475404368851,0
7,9,39,8,9,0,0,4,0.1818181818181818,4,13,4,0.6739130434782608,0.04952476238119059,1
7,9,45,9,20,0,0,4,0.1818181818181818,4,13,4,0.6086956521739131,0.01617475404368851,1
7,9,28,8,20,2,3,2,0.07210031347962381,3,13,6,0.3043478260869565,0.00783725195931299,0
7,9,28,8,8,2,3,2,0.13787119641314297,3,4,4,0.3043478260869565,0.00783725195931299,0
2,1,28,7,25,2,0,4,0.13787119641314297,4,11,2,0.3043478260869565,0.01617475404368851,3
7,6,23,9,20,0,0,6,0.13787119641314297,4,9,0,0.6956521739130435,0.01617475404368851,1
7,5,28,9,20,2,3,2,0.10344827586206895,3,11,3,0.5217391304347825,0.004502251125562781,0
9,7,39,11,12,2,0,4,0.10344827586206895,4,13,4,0.5652173913043479,0.00783725195931299,1
0,3,39,1,20,0,0,4,0.14294670846394983,4,11,6,0.5869565217391304,0.004502251125562781,2
1,0,39,2,7,0,0,4,0.11379310344827584,4,11,7,0.5652173913043479,0.004502251125562781,1
6,5,28,8,18,2,0,4,0.11128526645768025,4,11,2,0.43478260869565216,0.004502251125562781,1
8,5,28,10,20,2,3,0,0.07210031347962381,1,4,4,0.2826086956521739,0.00783725195931299,0
6,1,28,7,25,2,0,4,0.13787119641314297,4,11,7,0.3043478260869565,0.01617475404368851,3
7,6,39,9,20,2,0,4,0.07053291536050157,4,11,6,0.49999999999999994,0.004502251125562781,1
7,6,45,9,5,0,0,7,0.20062695924764887,4,13,4,0.6956521739130435,0.04952476238119059,1
3,9,28,4,27,2,3,2,0.07210031347962381,3,0,4,0.5652173913043479,0.00783725195931299,0
8,9,28,10,20,0,3,0,0.1426332288401254,3,13,4,0.6521739130434783,0.00783725195931299,0
7,5,26,7,20,0,0,4,0.16614420062695923,4,13,4,0.6086956521739131,0.01617475404368851,1
6,6,39,8,12,0,0,4,0.13787119641314297,4,1,6,0.7173913043478262,0.01617475404368851,2
7,9,28,9,20,0,0,4,0.18965517241379307,4,13,4,0.6304347826086956,0.00783725195931299,1
2,1,28,3,25,2,0,4,0.13787119641314297,4,14,6,0.41304347826086957,0.01617475404368851,3
9,7,26,11,20,0,2,4,0.13787119641314297,4,5,4,0.7608695652173911,0.00783725195931299,4
7,6,39,9,20,2,0,0,0.13787119641314297,4,12,2,0.45652173913043476,0.00783725195931299,0
7,9,28,9,28,0,3,7,0.15047021943573666,4,9,4,0.6304347826086956,0.03284975821243955,1
7,6,28,3,18,1,0,4,0.19749216300940436,4,11,4,0.5217391304347825,0.004502251125562781,1
6,6,28,8,6,0,0,4,0.13787119641314297,4,2,7,0.6304347826086956,0.01617475404368851,4
7,6,28,3,30,1,0,4,0.13787119641314297,4,11,2,0.6304347826086956,0.01617475404368851,1
5,5,28,6,2,2,3,3,0.09169278996865202,3,4,4,0.5217391304347825,0.004502251125562781,0
7,0,39,8,18,0,0,4,0.13787119641314297,4,5,4,0.5869565217391304,0.01617475404368851,1
7,7,28,9,28,0,3,4,0.13787119641314297,4,0,4,0.6086956521739131,0.03284975821243955,1
6,9,28,8,20,2,3,3,0.11912225705329152,3,12,4,0.391304347826087,0.004502251125562781,0
7,7,28,9,8,0,1,1,0.24451410658307207,3,5,3,0.7826086956521738,0.04952476238119059,0
7,9,28,9,14,2,3,0,0.10344827586206895,0,8,4,0.5217391304347825,0.01617475404368851,0
7,2,45,9,6,0,0,4,0.13787119641314297,4,2,4,0.6304347826086956,0.01617475404368851,1
7,0,39,9,20,0,0,4,0.16144200626959243,4,9,4,0.6086956521739131,0.00783725195931299,1
7,5,39,9,11,0,0,7,0.14184952978056423,4,13,0,0.5434782608695652,0.01617475404368851,0
9,7,39,11,12,0,0,4,0.13787119641314297,4,13,4,0.7173913043478262,0.00783725195931299,1
7,6,28,8,20,0,0,4,0.15047021943573666,4,13,1,0.5869565217391304,0.03284975821243955,0
7,8,45,9,14,0,0,1,0.23824451410658307,3,13,4,0.7391304347826086,0.04952476238119059,0
7,9,28,9,16,2,3,0,0.009404388714733543,3,13,7,0.3478260869565218,0.004502251125562781,0
7,5,28,9,10,2,3,3,0.1269592476489028,4,12,6,0.47826086956521735,0.00783725195931299,0
9,7,45,11,20,0,0,7,0.2068965517241379,4,6,5,0.7173913043478262,0.01617475404368851,1
7,9,28,8,14,2,3,2,0.15047021943573666,3,0,7,0.47826086956521735,0.01617475404368851,0
7,3,28,7,20,2,3,2,0.07210031347962381,4,13,4,0.47826086956521735,0.00783725195931299,0
6,8,13,8,20,0,3,0,0.16614420062695923,3,12,4,0.8695652173913042,0.004502251125562781,0
0,3,39,1,20,0,0,4,0.13787119641314297,4,11,4,0.5869565217391304,0.004502251125562781,3
6,9,28,9,29,0,3,7,0.15047021943573666,4,9,4,0.6521739130434783,0.03284975821243955,0
7,6,39,9,7,2,0,4,0.13787119641314297,4,11,4,0.391304347826087,0.004502251125562781,1
7,5,28,8,23,0,0,4,0.1520376175548589,4,5,4,0.6521739130434783,0.03284975821243955,1
7,9,39,5,9,0,0,4,0.15047021943573666,4,12,1,0.6521739130434783,0.00783725195931299,1
7,6,28,2,25,0,0,4,0.13787119641314297,4,13,4,0.6521739130434783,0.01617475404368851,2
0,6,28,7,13,2,0,4,0.1347962382445141,4,11,6,0.5434782608695652,0.004502251125562781,2
7,5,28,9,5,0,0,1,0.21990595611285266,4,9,4,0.5717233843569876,0.04952476238119059,1
7,9,28,8,16,2,3,2,0.13787119641314297,3,13,2,0.43478260869565216,0.00783725195931299,0
7,9,39,9,9,0,0,4,0.15830721003134793,4,10,4,0.6086956521739131,0.01617475404368851,1
1,2,28,2,22,0,0,4,0.12742946708463948,4,13,0,0.6086956521739131,0.015238978037123735,4
7,9,28,9,10,2,3,3,0.09561128526645765,4,15,1,0.5434782608695652,0.00783725195931299,0
6,6,28,7,25,2,0,4,0.13787119641314297,4,11,2,0.3478260869565218,0.01617475404368851,2
3,5,28,4,20,2,3,2,0.08777429467084638,1,13,6,0.47826086956521735,0.004502251125562781,0
7,4,28,9,10,2,3,3,0.10344827586206895,4,13,2,0.5434782608695652,0.00783725195931299,0
7,9,28,9,10,2,3,3,0.15047021943573666,4,13,7,0.5217391304347825,0.00783725195931299,0
7,7,39,9,24,0,0,4,0.2068965517241379,4,6,0,0.6739130434782608,0.01617475404368851,0
7,9,28,9,8,0,3,0,0.10344827586206895,3,9,4,0.6304347826086956,0.00783725195931299,0
9,7,45,11,12,0,0,4,0.13787119641314297,4,13,4,0.6521739130434783,0.01617475404368851,2
7,6,28,9,20,2,0,7,0.13787119641314297,4,9,6,0.5652173913043479,0.01617475404368851,1
7,9,39,9,28,0,0,4,0.1818181818181818,4,9,4,0.5869565217391304,0.01617475404368851,1
7,9,39,8,18,0,2,4,0.13787119641314297,4,1,0,0.6739130434782608,0.00783725195931299,1
0,6,28,8,25,1,0,4,0.13787119641314297,4,12,2,0.5217391304347825,0.01617475404368851,3
7,9,28,5,9,0,0,4,0.16614420062695923,4,15,4,0.6739130434782608,0.03284975821243955,1
7,0,39,9,20,0,0,4,0.08777429467084638,4,11,4,0.5869565217391304,0.00783725195931299,1
6,6,28,2,25,2,0,4,0.13787119641314297,4,11,2,0.3043478260869565,0.01617475404368851,2
7,5,21,9,19,0,0,0,0.16614420062695923,3,11,4,0.6086956521739131,0.01617475404368851,0
7,9,28,8,8,0,1,2,0.13166144200626959,3,13,4,0.6956521739130435,0.01617475404368851,0
7,9,28,9,16,0,3,0,0.11912225705329152,3,9,4,0.6086956521739131,0.00783725195931299,0
7,6,39,8,18,2,0,2,0.13787119641314297,4,11,2,0.3695652173913044,0.00783725195931299,1
6,6,13,7,25,1,0,4,0.13787119641314297,4,11,4,0.5217391304347825,0.01617475404368851,2
9,7,28,8,5,0,0,7,0.23275862068965517,4,11,4,0.7826086956521738,0.04952476238119059,1
7,9,28,9,23,0,0,2,0.1598746081504702,4,4,4,0.5652173913043479,0.01617475404368851,1
7,5,28,9,20,2,3,3,0.13787119641314297,4,13,1,0.47826086956521735,0.00783725195931299,0
7,7,43,9,20,0,0,1,0.13787119641314297,4,9,4,0.6956521739130435,0.04952476238119059,1
7,5,28,9,15,0,3,1,0.13787119641314297,4,13,4,0.6304347826086956,0.04952476238119059,0
6,6,28,8,20,0,3,7,0.2272727272727272,3,11,4,0.8478260869565217,0.03284975821243955,0
7,6,45,9,20,0,0,7,0.13787119641314297,4,13,0,0.6086956521739131,0.01617475404368851,1
7,6,28,3,25,0,0,4,0.13787119641314297,4,14,7,0.5217391304347825,0.01617475404368851,2
7,6,28,8,25,2,0,4,0.13787119641314297,4,15,6,0.41304347826086957,0.01617475404368851,2
7,9,45,9,1,0,0,4,0.1567398119122257,4,13,4,0.6304347826086956,0.00783725195931299,3
3,5,39,4,27,0,0,2,0.16614420062695923,1,11,4,0.6956521739130435,0.00783725195931299,0
7,9,28,8,10,2,3,3,0.08777429467084638,4,8,3,0.5434782608695652,0.00783725195931299,0
6,10,28,8,20,2,3,0,0.06896551724137931,3,8,4,0.5217391304347825,0.00783725195931299,0
6,6,28,7,25,2,0,4,0.13787119641314297,4,11,4,0.3478260869565218,0.01617475404368851,2
7,6,39,9,13,0,0,4,0.15517241379310345,4,1,0,0.6086956521739131,0.004502251125562781,1
7,9,28,8,20,2,3,2,0.11912225705329152,3,13,4,0.5869565217391304,0.00783725195931299,0
1,6,26,7,4,2,0,4,0.13087774294670845,4,13,7,0.5217391304347825,0.004502251125562781,2
8,5,28,10,20,2,3,0,0.1347962382445141,3,13,4,0.6956521739130435,0.00783725195931299,0
7,9,28,9,18,2,3,2,0.07210031347962381,4,12,6,0.3260869565217391,0.004502251125562781,1
2,6,28,7,25,2,0,4,0.13787119641314297,4,14,6,0.41304347826086957,0.01617475404368851,3
7,5,45,9,20,0,0,3,0.21316614420062693,3,13,1,0.5652173913043479,0.08287477071869268,0
7,9,39,9,20,2,0,4,0.13787119641314297,4,13,2,0.45652173913043476,0.00783725195931299,1
7,9,28,8,29,0,3,1,0.11912225705329152,4,13,4,0.6086956521739131,0.04952476238119059,0
7,9,39,9,16,0,0,0,0.08777429467084638,3,9,4,0.6521739130434783,0.00783725195931299,0
7,2,28,9,21,0,0,4,0.13787119641314297,4,4,4,0.6086956521739131,0.004502251125562781,1
7,5,28,9,3,0,0,4,0.13787119641314297,4,5,4,0.5869565217391304,0.01617475404368851,1
7,9,28,9,20,0,3,0,0.21316614420062693,3,13,4,0.7173913043478262,0.00783725195931299,0
8,5,28,10,20,0,3,0,0.07993730407523511,3,13,4,0.5434782608695652,0.004502251125562781,0
7,5,23,9,17,0,0,0,0.18965517241379307,4,11,3,0.6956521739130435,0.01617475404368851,1
7,9,28,8,23,0,0,4,0.1520376175548589,4,9,4,0.6521739130434783,0.04952476238119059,1
7,6,28,0,25,2,0,4,0.13787119641314297,4,3,2,0.41304347826086957,0.01617475404368851,2
7,9,28,9,5,2,3,4,0.09561128526645765,4,9,4,0.43478260869565216,0.01617475404368851,1
6,3,39,8,22,0,2,4,0.17492163009404388,4,13,0,0.6304347826086956,0.004502251125562781,4
7,5,28,9,20,0,3,2,0.11912225705329152,1,6,4,0.6521739130434783,0.004502251125562781,0
4,5,28,5,3,0,0,2,0.11912225705329152,4,11,4,0.6521739130434783,0.01617475404368851,1
7,6,28,7,25,2,0,0,0.13787119641314297,4,10,6,0.5217391304347825,0.01617475404368851,2
0,3,23,1,1,0,2,4,0.13787119641314297,4,12,7,0.5869565217391304,0.015238978037123735,4
7,9,28,9,20,0,3,0,0.1818181818181818,3,13,4,0.7173913043478262,0.03284975821243955,0
9,7,45,11,12,0,0,4,0.13787119641314297,4,11,0,0.7173913043478262,0.01617475404368851,2
6,0,39,8,20,0,2,4,0.10736677115987459,4,4,4,0.5217391304347825,0.004502251125562781,2
0,6,28,8,18,2,3,4,0.13787119641314297,4,12,2,0.3260869565217391,0.004502251125562781,2
4,7,28,8,12,2,3,4,0.13787119641314297,4,6,6,0.5652173913043479,0.01617475404368851,1
7,5,39,9,9,0,0,4,0.1426332288401254,4,12,4,0.6521739130434783,0.00783725195931299,1
7,7,28,8,5,2,0,4,0.11912225705329152,4,13,6,0.5217391304347825,0.01617475404368851,1
9,3,23,11,12,0,2,0,0.13787119641314297,4,13,4,0.6521739130434783,0.00783725195931299,2
7,7,28,9,20,0,0,4,0.18965517241379307,4,0,0,0.7391304347826086,0.004502251125562781,1
4,6,39,5,12,0,0,4,0.18965517241379307,4,9,4,0.6521739130434783,0.01617475404368851,2
7,6,28,9,8,0,1,7,0.13787119641314297,3,12,4,0.7173913043478262,0.03284975821243955,0
7,9,28,8,8,0,1,2,0.11912225705329152,3,13,4,0.6956521739130435,0.01617475404368851,0
7,6,39,9,20,0,0,4,0.11285266457680249,4,11,6,0.5217391304347825,0.03284975821243955,1
9,6,28,8,20,0,0,1,0.13787119641314297,4,11,4,0.6739130434782608,0.04952476238119059,1
7,9,27,9,0,0,3,0,0.1347962382445141,1,11,3,0.6521739130434783,0.00783725195931299,0
6,1,28,7,25,2,0,4,0.13787119641314297,4,11,7,0.3043478260869565,0.01617475404368851,3
4,6,39,5,12,0,0,4,0.13787119641314297,4,11,4,0.6521739130434783,0.00783725195931299,2
7,8,45,9,14,0,0,0,0.21316614420062693,0,13,0,0.6956521739130435,0.00783725195931299,0
7,9,39,9,15,0,0,4,0.1134796238244514,4,11,0,0.6521739130434783,0.004502251125562781,1
7,9,39,9,27,0,0,1,0.1818181818181818,3,13,4,0.6956521739130435,0.03284975821243955,0
0,3,28,1,6,2,0,4,0.11065830721003134,4,2,6,0.5217391304347825,0.004502251125562781,1
7,5,28,9,20,2,3,2,0.10344827586206895,3,13,4,0.5434782608695652,0.01617475404368851,0
2,6,28,3,1,0,0,4,0.10344827586206895,4,11,6,0.5652173913043479,0.002834750708687677,2
7,3,39,9,15,0,0,0,0.12225705329153602,4,1,0,0.5652173913043479,0.004502251125562781,1
7,9,39,9,15,2,0,2,0.08777429467084638,4,9,4,0.3043478260869565,0.004502251125562781,1
6,6,28,0,25,1,0,4,0.13787119641314297,4,3,6,0.5217391304347825,0.01617475404368851,3
8,9,28,10,20,2,3,0,0.06818181818181818,3,13,4,0.3043478260869565,0.00783725195931299,0
7,5,28,9,10,2,3,3,0.11128526645768025,4,15,6,0.3260869565217391,0.00783725195931299,0
7,5,28,9,0,0,3,0,0.1347962382445141,3,6,6,0.6956521739130435,0.01617475404368851,0
7,9,45,9,1,1,0,4,0.10344827586206895,4,13,4,0.5434782608695652,0.00783725195931299,3
7,8,28,8,29,1,3,1,0.11442006269592472,4,13,6,0.5217391304347825,0.04952476238119059,0
7,6,39,9,5,0,0,6,0.18134796238244513,4,11,0,0.6739130434782608,0.01617475404368851,1
6,1,28,7,25,2,0,4,0.13787119641314297,4,11,2,0.3043478260869565,0.01617475404368851,3
9,7,39,11,1,0,0,4,0.18808777429467083,4,9,4,0.6739130434782608,0.01617475404368851,3
7,5,28,8,28,0,3,4,0.13787119641314297,4,6,4,0.6739130434782608,0.03284975821243955,1
7,9,28,9,20,2,3,2,0.13787119641314297,4,13,2,0.3478260869565218,0.00783725195931299,1
2,6,39,3,18,2,0,4,0.13787119641314297,4,14,2,0.49999999999999994,0.01617475404368851,2
7,6,39,1,15,2,0,4,0.10344827586206895,4,12,2,0.2826086956521739,0.004502251125562781,1
0,7,45,1,1,0,0,0,0.1598746081504702,4,12,4,0.6304347826086956,0.004502251125562781,3
7,9,28,9,14,0,3,0,0.22413793103448273,0,4,4,0.7826086956521738,0.03284975821243955,0
7,9,28,9,14,0,3,7,0.13787119641314297,3,7,4,0.5869565217391304,0.03284975821243955,0
7,3,28,9,15,0,0,4,0.1567398119122257,4,11,4,0.5652173913043479,0.004502251125562781,1
6,6,28,0,25,2,0,4,0.13787119641314297,4,3,6,0.41304347826086957,0.01617475404368851,3
7,9,28,9,14,0,3,0,0.15047021943573666,3,10,3,0.5434782608695652,0.03284975821243955,0
7,9,45,9,13,0,0,4,0.13787119641314297,4,13,0,0.6304347826086956,0.01617475404368851,1
6,6,27,8,20,2,3,0,0.10344827586206895,3,12,6,0.43478260869565216,0.0011672502918125731,0
6,6,19,9,25,2,0,2,0.13787119641314297,4,13,2,0.41304347826086957,0.01617475404368851,2
7,6,3,9,20,0,0,0,0.22884012539184947,1,12,0,0.6956521739130435,0.00783725195931299,0
7,5,28,9,20,2,3,2,0.08777429467084638,3,12,4,0.3260869565217391,0.01617475404368851,0
8,5,28,10,20,2,3,2,0.07993730407523511,3,0,4,0.6304347826086956,0.004502251125562781,0
7,5,28,8,20,2,3,0,0.13787119641314297,4,9,4,0.47826086956521735,0.01617475404368851,0
7,5,28,9,14,0,3,0,0.16614420062695923,3,5,0,0.7173913043478262,0.01617475404368851,0
7,9,39,9,15,2,0,0,0.13787119641314297,4,13,4,0.3043478260869565,0.004502251125562781,1
7,6,28,3,20,0,0,4,0.13787119641314297,4,15,0,0.5869565217391304,0.03284975821243955,1
2,1,28,3,25,1,0,4,0.13787119641314297,4,14,6,0.5217391304347825,0.01617475404368851,3
1,6,28,2,20,2,3,4,0.05642633228840125,4,13,2,0.10869565217391303,0.004502251125562781,1
6,6,28,8,25,0,0,4,0.13787119641314297,4,11,2,0.6086956521739131,0.01617475404368851,3
7,9,45,9,3,0,0,7,0.13787119641314297,4,13,5,0.6521739130434783,0.01617475404368851,1
0,2,45,1,1,0,0,4,0.13787119641314297,4,12,4,0.6304347826086956,0.00783725195931299,3
0,3,28,1,4,0,0,4,0.14576802507836986,4,11,7,0.6086956521739131,0.004502251125562781,2
7,5,28,8,10,2,3,3,0.08777429467084638,4,15,6,0.5217391304347825,0.00783725195931299,0
6,6,28,3,25,0,0,4,0.13787119641314297,4,14,4,0.5217391304347825,0.01617475404368851,2
7,9,28,9,8,2,1,0,0.07210031347962381,3,13,4,0.43478260869565216,0.00783725195931299,0
7,6,28,9,3,2,3,4,0.13787119641314297,4,13,3,0.5869565217391304,0.01617475404368851,1
7,9,45,9,19,0,0,7,0.15047021943573666,4,4,6,0.6304347826086956,0.01617475404368851,0
7,9,45,9,18,0,0,4,0.13787119641314297,4,13,7,0.6086956521739131,0.004502251125562781,1
7,5,39,9,20,0,0,4,0.1347962382445141,4,12,4,0.6739130434782608,0.00783725195931299,0
0,6,28,7,20,0,3,4,0.08620689655172414,4,11,7,0.5869565217391304,0.004502251125562781,3
7,5,28,9,20,0,0,0,0.13787119641314297,4,11,4,0.7173913043478262,0.01617475404368851,1
7,9,45,9,26,1,0,5,0.13787119641314297,2,13,0,0.5217391304347825,0.01617475404368851,0
4,0,39,8,18,0,0,4,0.2210031347962382,4,11,4,0.6956521739130435,0.00783725195931299,1
6,6,39,8,20,0,0,4,0.18965517241379307,4,11,4,0.6956521739130435,0.01617475404368851,1
7,9,39,9,9,0,0,4,0.15830721003134793,4,9,4,0.6086956521739131,0.01617475404368851,1
5,5,28,6,2,0,3,0,0.10344827586206895,2,7,4,0.6521739130434783,0.004502251125562781,0
6,6,13,7,25,1,0,2,0.13787119641314297,4,11,4,0.5217391304347825,0.01617475404368851,2
1,5,45,2,20,0,0,4,0.15830721003134793,4,11,4,0.5652173913043479,0.015238978037123735,3
7,6,28,9,25,2,0,4,0.13787119641314297,4,13,2,0.3478260869565218,0.01617475404368851,2
3,6,28,4,27,0,3,7,0.11912225705329152,3,13,4,0.6956521739130435,0.01617475404368851,0
0,6,45,8,1,1,0,4,0.10031347962382445,4,12,4,0.47826086956521735,0.00783725195931299,3
8,5,28,10,20,2,3,0,0.07210031347962381,1,4,4,0.2826086956521739,0.00783725195931299,0
7,9,28,9,20,1,3,7,0.13787119641314297,3,12,6,0.5434782608695652,0.00783725195931299,0
6,5,23,8,1,0,0,4,0.13787119641314297,4,13,6,0.5869565217391304,0.015238978037123735,3
7,9,28,9,20,2,3,4,0.05956112852664577,3,12,4,0.49999999999999994,0.004502251125562781,0
7,9,28,10,20,0,3,0,0.15047021943573666,3,9,4,0.6304347826086956,0.00783725195931299,0
7,6,39,9,20,2,0,4,0.11912225705329152,4,0,7,0.5717233843569876,0.004502251125562781,0
7,7,28,8,24,0,0,4,0.16065830721003133,4,11,3,0.6521739130434783,0.04952476238119059,0
7,9,28,9,20,2,3,4,1.0,3,13,4,0.49999999999999994,0.004502251125562781,0
7,9,28,8,14,0,3,0,0.13787119641314297,0,11,3,0.6086956521739131,0.01617475404368851,0
1,6,28,7,25,1,0,4,0.13787119641314297,4,13,2,0.5217391304347825,0.01617475404368851,3
6,6,39,8,20,0,0,4,0.18965517241379307,4,11,4,0.6956521739130435,0.01617475404368851,2
7,9,39,9,13,0,0,4,0.19592476489028213,4,9,4,0.6521739130434783,0.01617475404368851,1
6,6,45,8,1,0,0,4,0.13166144200626959,4,13,2,0.6304347826086956,0.00783725195931299,4
7,7,28,5,28,0,0,1,0.13787119641314297,4,13,4,0.6739130434782608,0.04952476238119059,1
7,5,28,9,20,2,3,2,0.04075235109717868,4,0,7,0.3478260869565218,0.004502251125562781,0
0,7,45,5,12,0,0,4,0.13787119641314297,4,12,4,0.6521739130434783,0.01617475404368851,3
7,6,28,9,13,2,0,4,0.13166144200626959,4,12,6,0.5434782608695652,0.004502251125562781,1
7,5,39,9,24,0,0,4,0.11912225705329152,4,9,4,0.5869565217391304,0.00783725195931299,0
7,9,39,9,17,0,0,0,0.1250783699059561,4,11,4,0.6086956521739131,0.004502251125562781,0
7,9,45,9,20,2,0,7,0.13787119641314297,4,13,6,0.45652173913043476,0.00783725195931299,1
7,9,39,9,15,0,0,2,0.11128526645768025,4,11,2,0.5652173913043479,0.004502251125562781,1
1,6,39,2,20,0,2,4,0.14498432601880876,4,11,7,0.6086956521739131,0.004502251125562781,2
7,6,23,9,6,0,0,4,0.11630094043887146,4,2,7,0.5717233843569876,0.004502251125562781,1
7,6,23,9,7,0,0,4,0.11912225705329152,4,1,0,0.6304347826086956,0.004502251125562781,2
7,9,26,9,20,0,0,4,0.15047021943573666,4,11,7,0.5869565217391304,0.01617475404368851,2
6,6,26,8,7,2,0,4,0.13787119641314297,4,13,6,0.5217391304347825,0.004502251125562781,3
1,3,39,2,20,0,0,4,0.13787119641314297,4,11,6,0.6521739130434783,0.004502251125562781,3
7,7,45,9,18,0,0,1,0.13787119641314297,4,11,4,0.5652173913043479,0.02451225612806403,1
7,5,28,9,13,0,0,4,0.13787119641314297,4,15,4,0.5869565217391304,0.004502251125562781,1
6,6,28,8,25,2,0,4,0.13787119641314297,4,12,7,0.3478260869565218,0.01617475404368851,2
4,7,39,5,3,0,0,7,0.1379310344827586,4,13,5,0.6086956521739131,0.01617475404368851,1
3,4,28,4,20,2,3,0,0.10344827586206895,3,12,6,0.5217391304347825,0.004502251125562781,0
6,6,39,5,23,1,0,4,0.11442006269592472,4,9,4,0.5652173913043479,0.00783725195931299,1
6,6,28,7,25,2,0,4,0.13787119641314297,4,13,2,0.3043478260869565,0.01617475404368851,3
7,9,39,9,17,2,0,2,0.1269592476489028,4,13,7,0.45652173913043476,0.00783725195931299,0
7,5,28,5,15,0,0,7,0.17398119122257052,4,13,0,0.5869565217391304,0.01617475404368851,1
1,6,28,2,25,0,0,4,0.13787119641314297,4,13,4,0.6086956521739131,0.01617475404368851,3
6,9,28,9,20,2,3,2,0.0811912225705329,4,4,6,0.43478260869565216,0.00783725195931299,1
6,6,28,8,8,0,1,0,0.11912225705329152,4,9,4,0.6739130434782608,0.01617475404368851,0
3,6,28,8,20,2,3,2,0.08777429467084638,3,13,4,0.3478260869565218,0.004502251125562781,0
2,1,28,7,25,2,0,4,0.13787119641314297,4,11,2,0.3043478260869565,0.01617475404368851,3
7,9,28,9,13,0,0,4,0.13787119641314297,4,0,0,0.6086956521739131,0.01617475404368851,1
6,6,28,7,25,2,0,4,0.13787119641314297,4,11,2,0.3043478260869565,0.01617475404368851,3
9,7,45,11,12,0,0,4,0.13787119641314297,4,13,4,0.6521739130434783,0.00783725195931299,1
7,9,28,9,20,2,3,0,0.13787119641314297,4,13,4,0.43478260869565216,0.00783725195931299,0
7,9,28,8,0,0,3,0,0.1347962382445141,3,9,4,0.6956521739130435,0.00783725195931299,0
7,9,28,9,5,0,0,4,0.13787119641314297,4,13,4,0.6304347826086956,0.49974987493746875,1
7,6,28,8,5,0,0,1,0.22648902821316616,4,11,4,0.7391304347826086,0.3329998332499583,1
9,8,28,11,14,0,3,0,0.22178683385579936,1,12,0,0.7608695652173911,0.00783725195931299,0
7,9,28,9,20,0,3,4,0.15047021943573666,3,15,4,0.6521739130434783,0.00783725195931299,0
7,9,39,9,8,0,0,2,0.16771159874608146,3,13,4,0.6086956521739131,0.00783725195931299,0
7,6,28,9,8,0,1,0,0.15517241379310345,3,11,4,0.6739130434782608,0.00783725195931299,0
7,9,28,9,16,0,3,0,0.13787119641314297,3,13,4,0.6521739130434783,0.00783725195931299,0
